index,id, MLS, Price, Latitude, Longitude, LandSize, SizeInterior, Bedrooms, Bathrooms,
613,24442880, SK895581,68500,50.890223,-109.539865, 11500 sqft, 912 sqft,4,1, 
614,24920538, SK909689,68900,50.984438,-107.135829, 6250 sqft, 946 sqft,2,2, 
615,25000542,23814795,69000,46.87550276,-72.31057491, 572.5 m2,0,3,1, 
616,24810336,19004791,69000,46.628565,-70.664421, 1453.6 m2,0,6,3, 
617,24847083, M147010,69000,46.506469,-65.088365, 1161 Sq Meters|under 1/2 acre, 768 sqft,2,1, 
618,24812575,23943813,69000,46.05900996,-70.52340483, 538.5 m2,0,5,1, 
619,24791459, SK906337,69000,49.267372,-102.280195, 6000 sqft, 602 sqft,1,1, 
620,24894762,17958903,69000,45.86041821,-70.64054861, 720.8 m2, 1044.1 sqft,3,1, 
621,24892976,19841967,69000,45.60263103,-73.83380938, 330.9 m2,0,1,1, 
622,24617832,1246742,69000,49.018977,-55.481214, 10.7 X 69.34 X 16.81 X 74.37|under 1/2 acre, 480 sqft,2,1, 
623,24875705,19606012,69000,48.05048745,-68.89367423, 2254.2 m2,0,5,2, 
624,24926317,13188888,69000,47.621824,-68.730063, 5000 m2,0,3,1, 
625,24822320, SK907107,69000,47.575771,-95.753489, 5494 sqft, 936 sqft,2,2, 
626,25036809, NB081186,69000,46.80983,-65.42173, 0.74 ac,704, 3 + 0,1, 
627,24581881,26192478,69000,47.50769508,-72.71042825, 1573.9 m2, 450 sqft,1,1, 
628,24416069,202210629,69000,43.86788203,-66.098356, under 1/2 acre,0, 2 + 0,1, 
629,24565577,202214466,69000,43.50361305,-65.66061893, 1 - 3 acres,0, 3 + 0,1, 
630,24974265,202224267,69000,43.52292884,-65.46078254, under 1/2 acre,0, 2 + 0,1, 
631,24735809,202219106,69000,45.2273,-63.99128417, 1/2 - 1 acre,0, 1 + 0,0, 
632,24957015,202224639,69000,49.769,-100.63072, Unknown, 667 sqft,1,1, 
633,24754778, SK905302,69000,49.903052,-109.475163, 6500 sqft, 720 sqft,3,2, 
634,24972278, SK910991,69000,49.906166,-107.296294, 8626 sqft, 1176 sqft,4,3, 
635,24438718, SK895307,69000,50.091936,-108.487179, 0.21 ac, 1724 sqft,3,2, 
636,24748922, A1246505,69000,50.04014002,-110.6616663, 1700 sqft|0-4050 sqft, 834 sqft, 2 + 0,1, 
637,24931545,202223915,69000,50.178685,-100.58906, Unknown, 1350 sqft,4,1, 
638,24863213, SK907980,69000,50.458004,-104.628318, 3123 sqft, 1144 sqft,3,1, 
639,24116828, E4280602,69000,53.70852993,-111.7365379, 7500 sq ft, 106.49 m2,3,1, 
640,23583808, E4260700,69000,53.70788956,-111.7518413,0, 50.82 m2,2,1, 
641,24936850, SK909990,69000,53.201649,-105.780257, 0.18 ac, 580 sqft,2,1, 
642,24222325, SK889623,69000,52.12795,-106.690571, 25x165, 460 sqft,0,0, 
643,23326680,189966,69000,55.767414,-120.229981, 0.215 ac|under 1 acre,0,0,1, 
644,24605951,195133,69000,55.899418,-120.143972, 0.33 ac|under 1 acre, 1145 sqft,3,1, 
645,24962213, SK910769,69300,50.44466,-104.604869,0, 571 sqft,1,1, 
646,24917004, NB080658,69500,45.665251,-67.7285, 1950 m2,1100, 3 + 0,1, 
647,24993432,11504103,69500,48.12199,-69.167878, 467.5 m2, 978.44 sqft,2,1, 
648,24273132, E4287535,69500,53.49253094,-112.0496365, 580.64 m2, 90.95 m2,2,1, 
649,24532158, E4299292,69500,53.70742141,-111.7467615, 1010.29 m2, 45.06 m2,1,1, 
650,24700009, A1242249,69500,52.218378,-111.902443, 5750 sqft|4051 - 7250 sqft, 978 sqft, 2 + 0,1, 
651,24857162,10881077,69700,46.05026524,-75.93894948, 5910 m2, 22.3 m2,2,1, 
652,25028251,1252660,69800,49.117345,-58.075175, 100' x 110'|under 1/2 acre, 1334 sqft,4,2, 
653,25039060,202226369,69900,49.098599,-99.19128, Unknown, 1042 sqft,2,1, 
654,24797940, NB078326,69900,45.256247,-66.070935, 1249 sqft,1249, 2 + 0,1, 
655,24798991, SK906510,69900,52.127887,-106.703865, 5234 sqft, 392 sqft,0,0, 
656,24582912, SK900499,69900,52.12036,-106.687198, 4520 sqft, 692 sqft,3,1, 
657,23923695, A1169635,69900,52.354785,-110.261746, 5750 sqft|4051 - 7250 sqft, 1146 sqft, 2 + 0,1, 
658,24382415, A1200011,69900,52.353746,-110.267727, 5050 sqft|4051 - 7250 sqft, 740 sqft, 2 + 0,1, 
659,24949593, SK910256,69900,51.953561,-102.661956, 7000 sqft, 720 sqft,2,1, 
660,24889517, NB079409,69900,46.56004,-66.14114, 1313 m2,1100, 3 + 0,1, 
661,25008743, M148864,69900,46.416012,-65.139923, 0.98 Acres Imperial|1/2 - 1 acre, 732 sqft,1,1, 
662,23665416, E4263793,69900,53.87859537,-112.3360408, 557 m2, 114.82 m2,3,1, 
663,23825487, E4269743,69900,53.98907323,-111.2962903,0, 66.36 m2,1,1, 
664,24834176, SK907572,69900,49.264607,-102.283102, 12000 sqft, 1216 sqft,2,2, 
665,24853429, SK908071,69900,49.230627,-102.167764, 6000 sqft, 942 sqft,3,2, 
666,24723260, E4307291,69900,54.10972176,-112.4796183,0, 58.53 m2,2,1, 
667,25048153,11381607,69900,48.5606228,-67.68722151, 763.9 m2,0,2,1, 
668,24836897,11070012,69900,48.89348622,-72.20030922, 467.9 m2,0,3,1, 
669,24902764, NB080526,69900,47.943203,-66.619135, 1450 m2,1439, 3 + 0,1, 
670,24669894, NB075789,69900,47.965754,-66.345368, 600 sqft,600, 1 + 1,1, 
671,24590666, E4301564,69900,52.95991555,-113.3797935,0, 63.5 m2,1,1, 
672,23607005, A1144670,69900,52.743704,-111.546858, 6000 sqft|4051 - 7250 sqft, 1072 sqft, 2 + 0,1, 
673,24900665, SK909217,69900,52.811928,-106.231648, 0.27 ac, 1346 sqft,5,3, 
674,24439941,9333695,69900,48.019276,-79.30894, 1371.3 m2, 289 sqft,1,1, 
675,25038037, NB081797,69900,45.409355,-65.728521, 2.2 ac,422, 1 + 0,1, 
676,24961618,202223996,69900,45.40528,-64.33356, under 1/2 acre,0, 2 + 0,1, 
677,24869075, A2000510,69900,53.2920755,-110.0037084, 7840 sqft|7251 - 10889 sqft, 1047 sqft, 2 + 0,1, 
678,24993407, A2007385,69900,52.51471599,-111.9296067, 6250 sqft|4051 - 7250 sqft, 4368 sqft, 1 + 0,2, 
679,25003461, NB081499,69900,45.28647,-67.293,0,960, 2 + 0,1, 
680,24554852,13872972,69900,46.31778625,-73.10482788, 367.9 m2,0,2,1, 
681,24825437,202221296,69900,50.77361,-99.491367, Unknown, 989 sqft,3,2, 
682,24281216,202207846,69900,50.772087,-99.492229, Unknown, 1560 sqft,1,1, 
683,24509349,202212688,69900,50.668718,-100.812603, Unknown, 800 sqft,2,2, 
684,24812139,17054447,69900,46.16001182,-75.61716035, 8375 m2, 800 sqft,2,0, 
685,24711977, SK904067,69900,51.153039,-108.750622, 6250 sqft, 916 sqft,2,1, 
686,24565002, SK899932,69900,51.409564,-104.523357, 7000 sqft, 780 sqft,2,1, 
687,24389500, SK894185,69900,51.506354,-105.005707, 11480 sqft, 1616 sqft,3,2, 
688,25037556,25468711,69900,46.20760175,-73.71911947, 698.5 m2, 1 sqft,1,1, 
689,24879973, NB079327,69900,46.17238,-65.86928, 2061 sqft,866, 1 + 0,1, 
690,24901958, SK909238,69900,51.744451,-105.012417, 12000 sqft, 896 sqft,3,1, 
691,23624601,13435275,69900,46.79953918,-72.36266933, 1573.5 m2,0,1,1, 
692,24990830,26812863,69900,46.77321,-70.440613, 225.9 m2, 1035.49 sqft,2,1, 
693,24964199,202224808,69900,49.920714,-97.152365, 33 x 74, 702 sqft,2,1, 
694,24702531,202217994,69900,49.905681,-97.149122, 40 x 75, 1130 sqft,0,0, 
695,24893247, SK909027,69900,49.37925,-102.755808, 9375 sqft, 936 sqft,1,1, 
696,24910333,1250333,69900,49.505078,-56.054909, 70x62x86x90|7251 - 10889 sqft, 2728 sqft,4,1, 
697,24661122,20719856,69900,49.58293664,-67.87323947, 4000 m2,0,2,1, 
698,24423840, SK895074,69900,49.513402,-108.822988, 6000 sqft, 1018 sqft,2,1, 
699,24554358, A1230440,69900,53.378906,-111.533068, 12000 sqft|10890 - 21799 sqft (1/4 - 1/2 ac), 960 sqft, 1 + 0,1, 
700,24767753, A1250755,69900,53.381721,-111.532003, 7800 sqft|7251 - 10889 sqft, 1048 sqft, 4 + 0,1, 
701,24834176, SK907572,69900,49.264607,-102.283102, 12000 sqft, 1216 sqft,2,2, 
702,24853429, SK908071,69900,49.230627,-102.167764, 6000 sqft, 942 sqft,3,2, 
703,24423840, SK895074,69900,49.513402,-108.822988, 6000 sqft, 1018 sqft,2,1, 
704,24893247, SK909027,69900,49.37925,-102.755808, 9375 sqft, 936 sqft,1,1, 
705,24910333,1250333,69900,49.505078,-56.054909, 70x62x86x90|7251 - 10889 sqft, 2728 sqft,4,1, 
706,25028153,1252650,69900,47.622566,-52.958128, 57 x 200|4051 - 7250 sqft, 720 sqft,2,1, 
707,24902764, NB080526,69900,47.943203,-66.619135, 1450 m2,1439, 3 + 0,1, 
708,24902837,23898229,69900,47.38858796,-68.8964029, 722.5 m2,0,3,1, 
709,24439941,9333695,69900,48.019276,-79.30894, 1371.3 m2, 289 sqft,1,1, 
710,24653307,1247353,69900,47.765985,-53.982384, 75' x 76' x 80' x 54'|Unknown, 850 sqft,3,1, 
711,24669894, NB075789,69900,47.965754,-66.345368, 600 sqft,600, 1 + 1,1, 
712,25015546,1252528,69900,47.226976,-53.968723, 50 x 100|0-4050 sqft, 1100 sqft,2,1, 
713,25048153,11381607,69900,48.5606228,-67.68722151, 763.9 m2,0,2,1, 
714,24836897,11070012,69900,48.89348622,-72.20030922, 467.9 m2,0,3,1, 
715,24812139,17054447,69900,46.16001182,-75.61716035, 8375 m2, 800 sqft,2,0, 
716,24554852,13872972,69900,46.31778625,-73.10482788, 367.9 m2,0,2,1, 
717,24889517, NB079409,69900,46.56004,-66.14114, 1313 m2,1100, 3 + 0,1, 
718,24879973, NB079327,69900,46.17238,-65.86928, 2061 sqft,866, 1 + 0,1, 
719,25037556,25468711,69900,46.20760175,-73.71911947, 698.5 m2, 1 sqft,1,1, 
720,24990830,26812863,69900,46.77321,-70.440613, 225.9 m2, 1035.49 sqft,2,1, 
721,24629964,1246878,69900,47.246736,-53.961405, 51 x 38|0-4050 sqft, 896 sqft,3,1, 
722,24898609,1250127,69900,47.270211,-53.86639, 355x58x57x15.5x18x45x28x14x44x74|.5 - 9.99 acres, 1000 sqft,2,1, 
723,24908893, NB080561,69900,47.244412,-68.023534, 3336 sqft,756, 2 + 0,1, 
724,24785579,1248957,69900,47.241065,-52.906349, Approx. 1 Acre|.5 - 9.99 acres, 741 sqft,2,1, 
725,23624601,13435275,69900,46.79953918,-72.36266933, 1573.5 m2,0,1,1, 
726,25008743, M148864,69900,46.416012,-65.139923, 0.98 Acres Imperial|1/2 - 1 acre, 732 sqft,1,1, 
727,25061576, E4320152,69900,53.5951142,-112.3416077,0, 49.05 m2,1,1, 
728,24793575, E4310253,69995,53.23567689,-112.2428252, 708.97 m2, 62.43 m2,1,1, 
729,24858952,15804906,69995,46.87187326,-69.89634696, 8810 sqft,0,4,1, 
730,24841467,25295449,69998,46.19870326,-77.68376491, 1214 m2, 198 sqft,0,0, 
731,24809324,202122215,70000,44.770889,-65.50276579, 3 - 10 acres,0, 0 + 0,0, 
732,25048762, A2010840,70000,53.23509092,-112.2382918, 7000 sqft|4051 - 7250 sqft, 736 sqft, 1 + 0,1, 
733,24984624, SK911285,70000,53.362625,-108.358719, 7250 sqft, 832 sqft,3,1, 
734,24368000, SK893483,70000,51.768064,-104.188434, 50x120, 934 sqft,2,1, 
735,23926877,202201317,70000,52.107328,-101.270105, 50 x 130, 1450 sqft,3,2, 
736,24809806, SK906785,70000,50.941827,-102.046545, 0.24 ac, 1059 sqft,2,1, 
737,24550324, SK899520,70000,50.931036,-102.810755, 7000 sqft, 1015 sqft,2,1, 
738,24762262, SK905526,70000,51.364937,-106.136992, 39600 sqft, 1492 sqft,0,1, 
739,23917478, A1169211,70000,52.913444,-111.23542, 9240 sqft|7251 - 10889 sqft, 1040 sqft, 3 + 0,1, 
740,24459700, SK896049,70000,52.266729,-105.524546, 0.15 ac, 720 sqft,2,1, 
741,25039710,202225569,70000,51.648833,-99.926282, Unknown, 1080 sqft,2,1, 
742,22403418, N227296,70000,55.33574,-123.0994, 15112.53 sqft,0,0,0, 
743,22403425, N227305,70000,55.33632,-123.0987, 16823.99 sqft,0,0,0, 
744,24924651, R2727782,70000,54.11507313,-122.0517781, 50878.08 sqft, 740 sqft,1,1, 
745,24779111,40310631,70000,44.17020378,-78.21664618, under 1/2 acre,475, 2 + 0,1, 
746,24853423, SK908096,70000,49.175679,-101.627287, 9000 sqft, 1000 sqft,4,2, 
747,23894402, SK878995,70000,49.177099,-105.950538, 19638.9 sqft, 1418 sqft,3,1, 
748,24902864, NB080520,70000,48.0049,-66.6579, 930 m2,720, 2 + 0,1, 
749,24814698, NB078508,70000,47.646285,-65.097132, 4047 m2,3200, 5 + 0,2, 
750,24977157,1251929,70000,47.532351,-53.222616, Irregular 0.28 acre, 932 sqft,2,1, 
751,22403425, N227305,70000,55.33632,-123.0987, 16823.99 sqft,0,0,0, 
752,22403418, N227296,70000,55.33574,-123.0994, 15112.53 sqft,0,0,0, 
753,24779111,40310631,70000,44.17020378,-78.21664618, under 1/2 acre,475, 2 + 0,1, 
754,24046483,1241337,70900,49.674536,-54.40301, less than 1/4 acre|7251 - 10889 sqft, 835 sqft,3,1, 
755,25043280, SK913626,71000,50.854734,-109.403304, 17250 sqft, 1260 sqft,3,1, 
756,24978818, NB081254,72000,45.412675,-66.193712, 22851.71 sqft,957, 3 + 0,1, 
757,24619743,202215764,72000,51.147335,-100.041965, Unknown, 664 sqft,1,1, 
758,24051649, SK884894,72000,49.51298,-105.619269, 42450 sqft, 1547 sqft,2,2, 
759,24839286, SK907718,72000,49.705189,-106.572231, 0.2 ac, 752 sqft,2,1, 
760,24629199, A1236435,72000,52.436661,-111.786414, 12500 sqft|10890 - 21799 sqft (1/4 - 1/2 ac), 1201 sqft, 2 + 0,1, 
761,24768304, A1251356,72000,52.094264,-111.447297, 5750 sqft|4051 - 7250 sqft, 936 sqft, 2 + 1,1, 
762,24835544, SK907602,72000,52.332171,-109.938959, 5750 sqft, 784 sqft,3,1, 
763,25031019,26642164,72500,48.42126437,-72.05668372, 1150 m2,0,4,1, 
764,24872885, SK908576,72500,50.888524,-109.539162, 5750 sqft, 907 sqft,2,1, 
765,24608490,202215608,72500,50.66807,-100.810016, 10890 sqft, 1260 sqft,3,3, 
766,24995009, SK911479,72500,50.410205,-102.929863, 6750 sqft, 672 sqft,3,2, 
767,23927014, SK880984,72500,49.645321,-104.65991, 75x115, 1152 sqft,4,2, 
768,22403421, N227301,72500,55.33642,-123.0993, 15177.11 sqft,0,0,0, 
769,24833433, E4311906,72500,53.82977803,-112.1177929, 557.4 m2, 69.67 m2,2,1, 
770,25008661, SK911816,72750,50.284596,-107.805901, 4365 sqft, 1248 sqft,3,1, 
771,24857230, A2001198,72900,52.77964485,-111.6965838, 8000 sqft|7251 - 10889 sqft, 1200 sqft, 3 + 0,2, 
772,24872515, E4313470,72900,54.41752591,-110.2166154, 696.77 m2, 66.7 m2,2,1, 
773,24652483,18578284,73000,47.008414,-70.359668, 16461 m2, 600 sqft,1,0, 
774,24680612,28077931,73000,46.828318,-71.103487, 1289 m2,0,1,1, 
775,24762163,202219675,73000,49.20499,-98.89653, 6000 sqft, 993 sqft,2,1, 
776,24539042, A1227833,73000,56.243347,-118.602567, 12000 sqft|10890 - 21799 sqft (1/4 - 1/2 ac), 1024 sqft, 3 + 0,1, 
777,24789185,10261166,73900,55.781489,-120.71297, 1 ac|1 - 5 acres, 816 sqft,2,1, 
778,25036355, NB081753,74000,47.371232,-68.323624, 0.11 ac,572, 3 + 0,1, 
779,24829539,27821425,74000,48.24985551,-72.18877812, 987.8 m2,0,2,1, 
780,25051669,14626302,74000,48.74859588,-79.40434506, 43477 sqft, 636 sqft,2,1, 
781,24503107, SK898285,74000,49.691767,-106.444653, 6.42 ac, 952 sqft,1,1, 
782,24416080, SK894914,74000,52.445652,-109.157566, 7000 sqft, 684 sqft,2,1, 
783,24988530,23150171,74500,45.928806,-70.75217, 1572.8 m2,0,2,1, 
784,24848078, NB078947,74500,48.063957,-66.36786, 491 m2,875, 3 + 0,2, 
785,24829881,16540853,74500,48.47843954,-68.23558921, 635.4 m2,0,1,1, 
786,24976101, NB081148,74900,45.864052,-66.437703,0,952, 2 + 0,1, 
787,24862106, NB079015,74900,45.88111,-66.39338, 2025 m2,674, 2 + 0,1, 
788,24629169,15603174,74900,46.388887,-72.127795, 8105.53 m2,0,0,0, 
789,24685203, NB075983,74900,46.40767,-66.47863, 4136 m2,833, 1 + 0,1, 
790,24820127, M146877,74900,46.378208,-65.261737, 1 Acre Imperial|1 - 3 acres, 745 sqft,1,1, 
791,23664683, NB063776,74900,46.466764,-67.116258, 3999 m2,912, 3 + 0,1, 
792,24415392, M142434,74900,46.685289,-65.069759, 27 Acres|50+ acres, 480 sqft,0,0, 
793,24912342,10387961,74900,46.72134857,-73.79988629, 14999 sqft,0,1,1, 
794,24781355,202220241,74900,45.6146693,-60.7954395, under 1/2 acre,0, 2 + 0,1, 
795,24836015,13972433,74900,45.66863912,-72.05975777, 16713 m2,0,1,1, 
796,25005077,202224864,74900,45.6411027,-64.0539302, under 1/2 acre,0, 3 + 0,1, 
797,24985609, NB081272,74900,45.52623,-65.76995,0,1072, 3 + 0,2, 
798,24676100,1247635,74900,47.569951,-59.159399, 4200 sq ft|0-4050 sqft, 1219 sqft,3,1, 
799,24962763, NB081120,74900,47.608781,-65.633628, 260 m2,1224, 2 + 0,1, 
800,25046516, NB081882,74900,45.257591,-66.073236, 4990 sqft,1122, 2 + 0,1, 
801,24904930,202223190,74900,51.652785,-99.926523, Unknown, 864 sqft,2,1, 
802,25051734,202225805,74900,45.13032925,-63.3638767, under 1/2 acre,0, 0 + 0,0, 
803,24676100,1247635,74900,47.569951,-59.159399, 4200 sq ft|0-4050 sqft, 1219 sqft,3,1, 
804,24970971,1252008,74900,48.951048,-58.018126, 0-4050 sqft, 818 sqft,2,1, 
805,24244089, SK890247,74900,50.329769,-102.269903, 6250 sqft, 921 sqft,2,1, 
806,24912342,10387961,74900,46.72134857,-73.79988629, 14999 sqft,0,1,1, 
807,24415392, M142434,74900,46.685289,-65.069759, 27 Acres|50+ acres, 480 sqft,0,0, 
808,24992699,202224588,74900,49.355547,-97.361088, 41 x 98, 1120 sqft,0,1, 
809,24668459, SK902726,74900,50.931625,-102.81301, 7000 sqft, 891 sqft,2,1, 
810,25005077,202224864,74900,45.6411027,-64.0539302, under 1/2 acre,0, 3 + 0,1, 
811,24862106, NB079015,74900,45.88111,-66.39338, 2025 m2,674, 2 + 0,1, 
812,23664683, NB063776,74900,46.466764,-67.116258, 3999 m2,912, 3 + 0,1, 
813,24663398, SK902650,74900,50.935412,-102.803167, 7000 sqft, 836 sqft,3,1, 
814,24797198, SK906459,74900,51.149046,-108.753792, 6250 sqft, 776 sqft,2,1, 
815,24417858, SK894787,74900,53.389624,-108.963005, 6250 sqft, 748 sqft,2,2, 
816,25046516, NB081882,74900,45.257591,-66.073236, 4990 sqft,1122, 2 + 0,1, 
817,24976101, NB081148,74900,45.864052,-66.437703,0,952, 2 + 0,1, 
818,24911625, SK909506,74900,51.149441,-108.750912,0, 1170 sqft,5,2, 
819,25056434,202226711,74900,49.919261,-97.147718, 33 x 82, 750 sqft,2,1, 
820,24928300, SK909889,74900,50.096821,-108.475601, 6500 sqft, 864 sqft,2,1, 
821,24985609, NB081272,74900,45.52623,-65.76995,0,1072, 3 + 0,2, 
822,24719030,1248064,74900,49.091961,-55.259558, 61.38'x348.42'x66.17'x446.55'|21780 - 32669 sqft (1/2 - 3/4 ac), 672 sqft,2,1, 
823,24438134, SK895191,74900,51.551158,-107.987023, 6250 sqft, 720 sqft,4,2, 
824,24925854, SK909748,74900,52.774157,-108.292804, 60 sqft, 1048 sqft,3,1, 
825,24928302, SK909873,74900,52.773249,-108.284093, 6000 sqft, 696 sqft,2,1, 
826,24836015,13972433,74900,45.66863912,-72.05975777, 16713 m2,0,1,1, 
827,24854456, SK908143,74900,52.392995,-104.984156, 52x125.0, 1569 sqft,4,1, 
828,24826247, SK907258,74900,51.957223,-102.665577, 10787 sqft, 804 sqft,3,1, 
829,23901826, SK880265,75000,49.649761,-108.4101, 4800 sqft, 1152 sqft,3,1, 
830,24313287, SK892017,75000,52.872606,-103.366168, 0.3 ac, 1064 sqft,4,2, 
831,24710464,202218390,75000,45.5011396,-60.9668624, under 1/2 acre,0, 2 + 0,1, 
832,24866382, SK908417,75000,53.63509,-109.204581, 5803 sqft, 936 sqft,3,1, 
833,25006462, SK911733,75000,52.459851,-107.398469, 6600 sqft, 800 sqft,2,1, 
834,25033319, E4319223,75000,53.66664931,-114.3697787, 0.165 ac, 71.2 m2,2,1, 
835,24508807, A1226778,75000,52.675693,-111.301864, 6000 sqft|4051 - 7250 sqft, 864 sqft, 2 + 0,1, 
836,24633222, SK901869,75000,51.041458,-102.160684, 91x120, 2654 sqft,5,3, 
837,24136408, SK887728,75000,51.55957,-101.897897, 15000 sqft, 720 sqft,2,1, 
838,24788638, SK906214,75000,50.888231,-109.541058, 5750 sqft, 888 sqft,3,1, 
839,24844174, SK907803,75000,53.362962,-104.014047, 0.14 ac, 780 sqft,1,1, 
840,24073231, SK885292,75000,50.888676,-109.542346, 10097 sqft, 720 sqft,3,1, 
841,24858073,13057624,75000,46.79264293,-70.75919041, 279.2 m2,0,3,1, 
842,24884418,22313006,75000,45.774428,-74.689918, 1853 m2,0,2,1, 
843,24794068,1248982,75000,47.566678,-59.135221, 1800 sq ft|0-4050 sqft, 606 sqft,2,1, 
844,24714467, SK904084,75000,50.465065,-104.632323, 50x135, 747 sqft,2,1, 
845,24647328, SK902290,75000,49.173447,-101.79708, 6000 sqft, 864 sqft,3,1, 
846,24342334, SK892770,75000,50.481669,-103.446212,0, 1296 sqft,4,1, 
847,24497062,19348378,75000,46.567307,-71.840646, 1476.6 m2,0,1,0, 
848,24902725, SK909271,75000,50.465886,-104.623792, 4687 sqft, 528 sqft,2,2, 
849,24787982, NB078225,75000,47.76969,-65.17366, 0.14 ac,653, 2 + 0,1, 
850,24816132,17717986,75000,45.04324745,-73.31702805, 2090.3 m2,0,2,1, 
851,24866382, SK908417,75000,53.63509,-109.204581, 5803 sqft, 936 sqft,3,1, 
852,24794068,1248982,75000,47.566678,-59.135221, 1800 sq ft|0-4050 sqft, 606 sqft,2,1, 
853,24802696,24997398,75000,47.44578994,-72.78520054, 464.5 m2,0,4,1, 
854,25040193,202226394,75000,49.923915,-97.151047, 25 x 0, 680 sqft,2,1, 
855,24941897,12317480,75000,48.322077,-68.443676, 2674.2 m2,0,2,1, 
856,24447038,1245051,75000,47.898441,-53.074159, 27770.0000|21780 - 32669 sqft (1/2 - 3/4 ac), 1340 sqft,3,1, 
857,24335174,15490442,75000,48.36552307,-67.23416295, 828.8 m2, 990.28 sqft,5,2, 
858,24315630,15873372,75000,48.348273,-67.233778, 458.7 m2, 1609.2 sqft,3,2, 
859,24844174, SK907803,75000,53.362962,-104.014047, 0.14 ac, 780 sqft,1,1, 
860,24497062,19348378,75000,46.567307,-71.840646, 1476.6 m2,0,1,0, 
861,24906566, E4314715,75000,53.59566356,-112.345792,0, 69.4 m2,2,1, 
862,23838828, SK877682,75000,49.264982,-102.28255, 12000 sqft, 770 sqft,2,1, 
863,24703397, SK903519,75000,55.415821,-104.567012, 7781 sqft, 1632 sqft,1,1, 
864,24788638, SK906214,75000,50.888231,-109.541058, 5750 sqft, 888 sqft,3,1, 
865,24073231, SK885292,75000,50.888676,-109.542346, 10097 sqft, 720 sqft,3,1, 
866,24480762,9314818,75000,48.996472,-79.365969, 8060 sqft, 1680 sqft,3,1, 
867,24826603, SK907307,75000,50.855016,-109.405297, 18000 sqft, 1240 sqft,3,2, 
868,24878167,1249762,75000,48.672545,-54.022224, 1487 sq m|under 1/2 acre, 1000 sqft,3,1, 
869,24617764, NB074679,75000,45.125507,-66.354919, 15134 sqft,1240, 4 + 0,0, 
870,24263204,24988706,75000,45.933959,-70.484962, 257.9 m2,0,1,1, 
871,24502506,12645373,75000,45.805498,-72.226199, 4406.74 sqft, 448.84 sqft,2,0, 
872,24884418,22313006,75000,45.774428,-74.689918, 1853 m2,0,2,1, 
873,24913093,9044619,75900,47.69347683,-70.22537764, 463.1 m2,0,0,0, 
874,24383594, SK894068,75900,52.811812,-106.226091, 0.79 ac, 755 sqft,2,1, 
875,24077913, A1186931,76000,53.1930519,-109.7765508, 1000 sqft|0-4050 sqft, 1040 sqft, 3 + 0,2, 
876,24665545, A1239514,76000,51.526762,-111.206506, 9375 sqft|7251 - 10889 sqft, 863.75 sqft, 2 + 0,1, 
877,24822323,5191,76000,63.143964,-117.269341,11733, 1421 sqft,1,1, 
878,24403457, SK894463,76500,51.213284,-102.477195, 0.13 ac, 1000 sqft,3,1, 
879,24548721, SK899630,76500,51.048363,-105.813182, 7000 sqft, 780 sqft,1,1, 
880,24021208, A1176576,76500,53.23292,-112.233983, 7000 sqft|4051 - 7250 sqft, 911 sqft, 2 + 0,1, 
881,24946460, NB080930,76500,47.366535,-68.334082, 511 m2,1125, 1 + 4,3, 
882,24934166,202223860,76900,49.227455,-100.056724, Unknown, 572 sqft,2,2, 
883,24964791, A2005938,77000,56.23884264,-117.2964028, 7920 sqft|7251 - 10889 sqft, 737 sqft, 2 + 0,1, 
884,24364453, SK893541,77000,49.571225,-101.702224, 6000 sqft, 684 sqft,3,2, 
885,24869752, E4313360,77000,53.8794021,-112.3362637,0, 186 m2,3,3, 
886,25055892,202226721,77000,49.91336,-97.134902, 33 x 105, 1561 sqft,5,1, 
887,25054939,15891223,77175,46.061488,-73.727118, 1625.8 m2,0,2,1, 
888,24899973, E4314488,77500,54.14591834,-113.6338255, 1161.28 m2, 57.23 m2,2,2, 
889,23956612,16208676,77500,49.77943327,-74.85282837, 6050 sqft, 864 sqft,3,1, 
890,25044371, SK913650,77900,50.461536,-104.638667, 4695 sqft, 528 sqft,1,1, 
891,24597816, SK900833,77900,50.804026,-103.543922, 11875 sqft, 1144 sqft,5,3, 
892,24512893, SK898504,78000,50.932017,-102.818787, 7000 sqft, 620 sqft,2,1, 
893,23901705,12240444,78000,45.7487631,-71.53437661, 6324.6 m2,0,0,1, 
894,25061051, SK913843,78000,52.08395,-109.392149, 11500 sqft, 780 sqft,1,1, 
895,24976694, SK911091,78000,50.455421,-109.758261, 7152 sqft, 1088 sqft,4,2, 
896,24803794, NB078381,78000,46.91661,-67.395441, 1252 m2,1193, 2 + 0,2, 
897,25004299,11236662,78500,46.95426286,-70.18378964, 9779 sqft, 480 sqft,1,1, 
898,24557944, NB074412,78500,45.32207,-67.247465, 8 ac,1200, 0 + 0,1, 
899,24616378,18946058,78800,46.67284069,-70.15273521, 40000 sqft,0,2,1, 
900,24642059, SK902106,79000,51.955029,-102.662271, 11500 sqft, 728 sqft,1,1, 
901,24993083, SK911444,79000,49.377967,-102.760876, 6000 sqft, 1224 sqft,3,1, 
902,24778505, SK906002,79000,49.905789,-109.472383, 6493.5 sqft, 620 sqft,2,1, 
903,24426167,1244773,79000,49.492657,-54.790072, 55x50x75x50|under 1/2 acre, 980 sqft,2,2, 
904,24401523, SK894498,79000,49.65297,-108.407446, 7200 sqft, 960 sqft,3,1, 
